Record ID,Institution Name:,Please indicate your gender:,Please indicate your gender: A gender not listed above,Please indicate your racial/ethnic identity:  (You may select more than one option.),What is your current marital status?  (You may select more than one option.),What is your current marital status? Other:,What is your highest completed degree?  (You may select more than one option.),Degree: Other,How many years have you worked in your profession since completion of your highest degree of training?,What is your neurology focus or clinical specialty?  (You may select more than one option.),Specialty: Other,Please indicate your current appointment:  (You may select more than one option.),Track: Other,Please indicate your current academic rank:,Academic Rank: Other,Please indicate the number of years spent in your current rank:,"In your career as faculty, have you had any leadership title or role?","In your career as faculty, how many leadership positions have you held?","What is the highest incentivized leadership position have you had?  (Incentives may be monetary, less clinic time, etc.)","As faculty, on average, how many publications have you published per year in peer-reviewed journals over the last 5 years?",How many publications were you first or last author?,"What is the total number of funded projects or studies to date?  (A funded project or study is defined as one for which you were a principal investigator (PI), co-PI, site PI, or co-investigator receiving salary support.)",Please select the types of funding sources for your projects or studies.  (You may select more than one option.),Funding Sources: Other,"What is the maximum funding for a single grant or funding source you have received as faculty? (in US dollars, including total cost (direct and indirect))","As faculty, how many total awards have you received to date?",At which level were the awards given?  (You may select more than one option.),Level of awards: Other,"As faculty, how many total times have you been invited as a guest speaker?  (A guest speaking engagement is defined as occurring outside your current department ex. grand rounds, workshop lead, panelist.)",At which level were the guest speaking engagements given?  (You may select more than one option.),Level of guest speaking arrangements: Other,Pre-COVID: How many hours per week on average did you work?,What is your employment status?,Employment Status: Other,What is your part time FTE?,Are you content with your current compensation?,Why are you not content with your current compensation?  (This question is not mandatory.),What components does your current compensation include?  (You may select more than one option.),What operational incentive(s) do(es) your current compensation plan include?  (You may select more than one option.),What operational incentives does your current compensation plan include? Other:,Research/scholarship (% Allocated Effort),Research/scholarship (% Actual Effort),Teaching (% Allocated Effort),Teaching (% Actual Effort),Service (% Allocated Effort),Service (% Actual Effort),Clinical (% Allocated Effort),Clinical (% Actual Effort),"From July 1, 2019 to June 30, 2020, how many weeks of inpatient service did you have?",Administrative (% Allocated Effort),Administrative (% Actual Effort),Total Effort: Other,Other (% Allocated Effort),Other (% Actual Effort),% Allocated Total,% Actual Total,"I have dedicated career sponsorship. (Sponsorship is defined as one being put forward for opportunities, such as leadership roles, awards, or speaking engagements, by a sponsor.)",Sponsorship has resulted in personal career advancement.,"I have dedicated career mentorship. (Mentorship is defined as a positive role model who supports their mentee by, for example, giving advice, sharing resources, providing guidance.)",Mentorship has resulted in personal career advancement.,"At my current institution, there is gender diversity in leadership positions.",My perception is that there is gender equity in pay at my current institution.,Implicit gender bias has negatively impacted my career advancement.,My current department has programs to enhance gender equity.,Gender equity programs at my current institution are helpful.,"Have you ever taken parental leave (eg, maternity leave, paternity leave, adoption)?",Were you content with your parental leave time and support at your current and/or past institution?,Why were you not content with your parental leave time and support at your current and/or past institution?  (You may select more than one option.),Why were you not content with your parental leave time and support at your current and/or past institution? Other:,How much total paid time did you take for parental leave at your current institution as a faculty member?,How much total paid time did you take for parental leave at your current institution as a faculty member? Other:,How much total paid time did you take for parental leave at your past institution as a faculty member?,How much total paid time did you take for parental leave at your past institution as a faculty member? Other:,How much total unpaid time did you take for parental leave at your current institution as a faculty member?,How much total unpaid time did you take for parental leave at your current institution as a faculty member? Other:,How much total unpaid time did you take for parental leave at your past institution as a faculty member?,How much total unpaid time did you take for parental leave at your past institution as a faculty member? Other:,Did you breastfeed/pump at work when you had your child(ren)?,"On average, how many total number of months have you dedicated to breastfeeding/pumping per child as a faculty member?",How many more months longer would you have breastfed/pumped per child?,There was adequate time for lactation.,Clinical time was blocked for lactation.,There was flexibility in work schedule for lactation.,There was a designated space for private lactation.,RVU expectation was adjusted for lactation time.,Lactation time was paid.,I felt supported in my lactation effort by my employer.,I felt supported in my lactation effort by co-workers.,"Overall, I felt satisfied with the lactation experience as a working mom.",What is the total number of people in your household?,Are you the primary wage earner for your household?,Is your spouse/partner employed? ,Do you provide dependent care for the following:  (You may select more than one option.),"What is the total number of dependents (eg, children, elderly parent, siblings, differently abled person) you have?",What is/are the age(s) of your child(ren)?  (You may select more than one option.),Pre-COVID: How many hours per week did you spend on childcare?,"Pre-COVID: How many hours per week did you spend on domestic tasks (eg, cleaning, laundry, cooking, lawn care)? This does not include childcare.&nbsp;","Pre-COVID: How many hours per week did you outsource domestic tasks (eg, cleaning, laundry, cooking, lawn care)? This does not include childcare.&nbsp;",Pre-COVID: How many days per year do you take off for dependent/child care?,"Pre-COVID: Does your institution provide backup dependent care (eg, sick days, school/daycare closure) to avoid cancelling clinics?",The demands of my family and/or spouse/partner interfere with my work-related activities.,I have to put off doing things at work because of the demands on my time at home.,Things I want to do at work do not get done because of the demands of my family and/or spouse/partner.,"My home life interferes with my responsibilities at work such as getting to work on time, accomplishing daily tasks, and working overtime.",Family-related strain interferes with my ability to perform job-related duties.,Domestic responsibilities are shared equally with spouse/partner.,Taking care of children when they are sick at home,Taking days off from work when children are sick,"Handling chores related to childcare (eg, laundry, cooking, cleaning)",Managing children's activities and schedule,Playing or doing activities with children,Does your work/career interfere with your personal life?,In what ways does your work/career interfere with your personal life?,Are you interested in answering questions on burnout?,Why are you not interested in answering questions on burnout?,"In general, how do you feel about your time? Would you say that you feel rushed?","Pre-COVID: Overall, based on your definition of burnout, how would you rate your level of burnout?",I deal very effectively with the problems of my patients.,I feel I treat some patients as if they were impersonal objects.,I feel emotionally drained from my work.,I feel fatigued when I get up in the morning and have to face another day on the job.,I've become more callous towards people since I took this job.,I feel I'm positively influencing other people's lives through my work.,Working with people all day is really a strain for me.,I don't really care what happens to some patients.,I feel exhilarated after working closely with my patients.,"What other factors may have impacted your career advancement, if they were not discussed in this survey?","Please let us know if you have additional comments, suggestions, or concerns. Thank you for your input!",Would you like to participate in future gender equity surveys?,Complete?
266,10,Man,,White,Married,,MD,,27,Neurocognitive,,Academic Track - Research,,Associate Professor,,7,Yes,2,I don't think it was ever incentivized.,7,3,1,Other: {sourceetc},VA,"About $1,000,000",0,,,6,"Institutional,Regional,International",,41-60 hours/week,Full time,,,No,I'm just not certain that it compares well to the amount earned by others with my level of training who work as hard as I do. On the other hand... maybe it is fine.,"Productivity incentive (financial or non-monetary rewards offered for performance),Operational incentive (examples: financial performance incentive, on-call pay, extra shift pay, medical director pay)","Financial performance incentive,On-call pay",,40,50,10,10,0,0,50,60,0,5,5,,,,105,125,Strongly Disagree,Neither,Agree,Disagree,Very Strongly Agree,Agree,Disagree,Don't Know,Don't Know,Yes - at my past institution,Yes,,,,,Other: {paidpastmisc},2-3 days,,,Doesn't apply,,,,,,,,,,,,,,6,Yes,Part-time,Children,4,"3-5 years old,6-10 years old",11-16 hours per week,1-5 hours per week,1-5 hours per week,1-5 days,Don't know,Strongly Agree (6),Strongly Agree (6),Strongly Agree (6),Agree (5),Agree (5),Strongly Disagree (2),Partner does more,Does not apply,Partner does more,Partner does more,Share equally,Sometimes,"Most of the time I procrastinate with work-related things to manage home life, but sometimes I just have to put in some extra work time. The kids don't seem to care, but it causes problems with my spouse. There's just never enough time. Recently I took one day off to take the kids somewhere. On the off day, but prior to actually leaving on the trip, I caught up on Cerner messages. It took 45-60 minutes and I was really glad I did it, but my spouse was chapped. ",No,Survey fatigue,,,,,,,,,,,,"I fear that some of my decisions (e.g., what research to prioritize, what topic to write a grant on) have not been optimal. ",,No,Complete
267,10,Man,,White,Married,,MD,,9,Epilepsy,,Academic Track - Clinical (clinical appointment with academic appointment),,Assistant Professor,,4,No,,,0,,2,"Institutional grants,Industry trials",,,0,,,4,"Institutional,Regional",,41-60 hours/week,Full time,,,No,,"Productivity incentive (financial or non-monetary rewards offered for performance),Not sure: I do not understand my compensation model",,,0,5,0,10,10,10,70,70,10,20,18,,,,100,113,Agree,Neither,Neither,Neither,Strongly Agree,Strongly Agree,Neither,Don't Know,Don't Know,No,,,,,,,,,,,,,,,,,,,,,,,,2,Equal share with partner,Full-time,None,,,0 hours per week,11-16 hours per week,1-5 hours per week,,,Neither Agree or Disagree (4),Agree (5),Agree (5),Agree (5),Agree (5),Strongly Agree (6),,,,,,Sometimes,working long hours or work continuing from home,Yes,,Sometimes feel rushed,3 Moderately burned out,Every day,Never,Once per week,A few times per month,Once per month or less,A few times per week,A few times per month,Never,A few times per week,,,No,Complete
120,2,Woman,,White,Single,,MD,,19,Epilepsy,,"Academic Track - Clinical (clinical appointment with academic appointment),Academic Track - Teaching,Tenure Track",,Associate Professor,,6,Yes,3,vice chair,3,6,0,,,,0,,,65,"Institutional,Local,Regional,National,International",,61-80 hours/week,Full time,,,Yes,,"Guaranteed base salary (fixed annual salary),Productivity incentive (financial or non-monetary rewards offered for performance),Operational incentive (examples: financial performance incentive, on-call pay, extra shift pay, medical director pay)",Medical director pay,,0,0,30,50,0,30,70,20,8,0,0,,,,100,100,Neither,Neither,Neither,Neither,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,No,,,,,,,,,,,,Does not apply,,,,,,,,,,,,1,Yes,,,,,0 hours per week,11-16 hours per week,11-16 hours per week,,,Agree (5),Disagree (3),Disagree (3),Disagree (3),Disagree (3),N/A,,,,,,Always,My home life does not interfere with my career because I literally spend 90% of my time at work.,Yes,,Always feel rushed,4 Very burned out,A few times per week,Once per week,Every day,Every day,Every day,A few times per week,A few times per week,A few times per month,A few times per year,I was sexually harassed at my previous job.  ,no,Yes,Complete
121,2,Man,,Hispanic/Latino,Married,,MD/PhD,,15,Epilepsy,,"Academic Track - Clinical (clinical appointment with academic appointment),Other: {trackmisc}",Tenured clinician scientist,Professor,,3,Yes,2,Div Director,10,5,6,NIH grants,,"5.000.000,00",5,"Institutional,Regional,National",,20,"Regional,National,International",,61-80 hours/week,Full time,,,Yes,,"Guaranteed base salary (fixed annual salary),Productivity incentive (financial or non-monetary rewards offered for performance),Operational incentive (examples: financial performance incentive, on-call pay, extra shift pay, medical director pay)","Financial performance incentive,On-call pay,Medical director pay",,75,75,0,0,10,10,10,10,8,5,5,,,,100,100,Very Strongly Agree,Very Strongly Agree,Very Strongly Agree,Very Strongly Agree,Very Strongly Agree,Very Strongly Agree,Strongly Disagree,Very Strongly Agree,Very Strongly Agree,Yes - at my current institution,Yes,,,2 weeks,,,,Doesn't apply,,,,,,,,,,,,,,,,4,Equal share with partner,Full-time,Children,2,6-10 years old,11-16 hours per week,11-16 hours per week,11-16 hours per week,1-5 days,No,Strongly Disagree (2),Disagree (3),Disagree (3),Disagree (3),Strongly Disagree (2),Agree (5),Share equally,Share equally,Partner does more,Partner does more,Share equally,Never,,Yes,,Almost never feel rushed,1 Not at all burned out,A few times per week,Never,Never,Never,Never,Every day,Never,Never,Every day,,,No,Complete
123,2,Woman,,White,Married,,MD,,5,Movement Disorder,,"Academic Track - Research,Tenure Track",,Assistant Professor,,5,Yes,3,Assistant Medical Director role,1,1,5,"NIH grants,Institutional grants,Foundational grants,Industry trials",,250000,0,,,3,"Institutional,Regional",,41-60 hours/week,Full time,,,Yes,,"Productivity incentive (financial or non-monetary rewards offered for performance),Operational incentive (examples: financial performance incentive, on-call pay, extra shift pay, medical director pay)",Medical director pay,,32.5,40,0,20,0,0,52.5,60,0,40,40,,0,0,125,160,Strongly Agree,Very Strongly Agree,Very Strongly Agree,Very Strongly Agree,Agree,Neither,Disagree,Neither,Agree,Yes - at my current institution,Yes,,,12 weeks,,,,Other: {unpaidcurrentmisc},0,,,Yes: I breastfed/pumped at work,3,2,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,4,Equal share with partner,Full-time,Children,2,1-2 years old,>22 hours per week,6-10 hours per week,1-5 hours per week,1-5 days,No,Agree (5),Strongly Agree (6),Agree (5),Agree (5),Agree (5),Very Strongly Agree (7),Other caregiver,Partner does more,Other caregiver,I do more,Share equally,Sometimes,"Time commitment, fatigue from work carries over into personal life. ",Yes,,Sometimes feel rushed,3 Moderately burned out,Every day,A few times per month,Once per week,A few times per month,Once per month or less,A few times per week,A few times per month,A few times per year,A few times per month,,,No,Complete
124,2,Woman,,White,Married,,MD,,21,Vascular,,"Academic Track - Clinical (clinical appointment with academic appointment),Academic Track - Research",,Professor,,4,Yes,2,Vice-chair,45,17,9,"NIH grants,Institutional grants,Foundational grants",,$10M over 7 years,0,,,33,"Institutional,Regional,National,International",,61-80 hours/week,Full time,,,Prefer not to answer,,"Guaranteed base salary (fixed annual salary),Productivity incentive (financial or non-monetary rewards offered for performance)",,,88,88,4,4,0,0,4,4,6,4,4,,0,0,100,100,Very Strongly Agree,Very Strongly Agree,Very Strongly Agree,Very Strongly Agree,Very Strongly Agree,Agree,Agree,Disagree,Disagree,No,,,,,,,,,,,,Does not apply,,,,,,,,,,,,2,Equal share with partner,Full-time,None,,,0 hours per week,6-10 hours per week,1-5 hours per week,,,Agree (5),Neither Agree or Disagree (4),Disagree (3),Neither Agree or Disagree (4),Neither Agree or Disagree (4),Strongly Disagree (2),,,,,,Often,Too tired or busy to do many activities outside home. Excessive travel (prior to COVID) and working weekends has made it difficult to make friends locally. ,Yes,,Always feel rushed,4 Very burned out,Once per week,A few times per year,Every day,Every day,A few times per month,A few times per month,A few times per year,Never,A few times per year,,,Yes,Complete
125,2,Woman,,White,Separated,,MD,,10,Vascular,,"Academic Track - Clinical (clinical appointment with academic appointment),Academic Track - Teaching,Tenure Track",,Assistant Professor,,10,Yes,2,Medical Director of Ethics Consults (outside my home department in other words...),1,0,0,,,,2,"Institutional,National",,15,"Local,Regional",,>80 hours/week,Full time,,,No,Should be at least a third higher ,"Productivity incentive (financial or non-monetary rewards offered for performance),Operational incentive (examples: financial performance incentive, on-call pay, extra shift pay, medical director pay)","Financial performance incentive,On-call pay,Extra shift pay,Medical director pay",,0,0,0,25,0,10,57.5,50,10,30,37.5,VA,12.5,12.5,100,135,Very Strongly Disagree,Very Strongly Disagree,Agree,Agree,Neither,Neither,Don't Know,Agree,Strongly Disagree,Yes - at my current institution,No,"I did not have access to paid parental leave,There were no adjustments in productivity during parental leave,Institution was not supportive of parental leave,Colleagues were not supportive of parental leave,Parental leave instructions were not organized or clear,Other: {parentaluncontentmisc}",Had to use sick time and vacation time for maternal leave. I don't consider this paid leave,Other: {paidcurrentmisc},0,,,12 weeks,,,,Yes: I breastfed/pumped at work,2,8,Very Strongly Disagree,Very Strongly Disagree,Very Strongly Disagree,Disagree,Very Strongly Disagree,Very Strongly Disagree,Very Strongly Disagree,Disagree,Very Strongly Disagree,2,Yes,Not employed,Children,1,6-10 years old,>22 hours per week,6-10 hours per week,0 hours per week,6-10 days,No,Very Strongly Agree (7),Very Strongly Agree (7),Very Strongly Agree (7),Very Strongly Agree (7),Very Strongly Agree (7),Very Strongly Disagree (1),I do more,I do more,I do more,I do more,I do more,Often,"When my now-ex spouse, who had been emotionally abusive became physically abusive, I couldn't leave immediately with my child because I was on service and I knew I would have to take off work and there was no one else available to take care of the patients. So I stayed until other attendings came back into town and subsequently was both invalidated in my abuse claim (oh it couldn't have been that bad, they said) and simultaneously  blamed for endangering my child by keeping her in the home during that time. I blame myself as well in this regard but feel like my hands were tied - at one point having to decide whether to help the patient who arrived at the end of the day with a basilar occlusion or go pick up my child from daycare so I wouldn't have to ask my spouse (who was in the post-abusive behavior honeymoon phase) for help. It's a horrible position to be in. I triaged like we are taught to do, figuring the patient was likely to die if I didn't but that if I worked fast maybe I could sufficiently placate my spouse before he got angry again.     Having to interrupt family time to take emergency cases is a big issue. ",Yes,,Always feel rushed,3 Moderately burned out,Every day,Never,A few times per week,Every day,A few times per year,Every day,A few times per week,A few times per year,Every day,Overall there's a sense that the demands of being a mother end with maternity leave (they don't) or that everyone has a maximally supportive spouse (they don't). I have also found that all of the above issues are not only promulgated by men but also by other women. ,,Yes,Complete
126,2,Woman,,Asian,Separated,,MBBS,,2,Vascular,,Academic Track - Clinical (clinical appointment with academic appointment),,Assistant Professor,,1,Yes,1,0,0,,1,Medical societies,,800,0,,,3,Regional,,41-60 hours/week,Full time,,,Yes,,"Guaranteed base salary (fixed annual salary),Productivity incentive (financial or non-monetary rewards offered for performance),Operational incentive (examples: financial performance incentive, on-call pay, extra shift pay, medical director pay)",On-call pay,,0,10,5,10,0,10,90,90,21,5,10,,,,100,130,Strongly Agree,Very Strongly Agree,Very Strongly Agree,Very Strongly Agree,Very Strongly Agree,Very Strongly Agree,Disagree,Very Strongly Agree,Strongly Agree,No,,,,,,,,,,,,Does not apply,,,,,,,,,,,,1,Yes,Does not apply/prefer not to say,,,,0 hours per week,6-10 hours per week,0 hours per week,,,Agree (5),Neither Agree or Disagree (4),Neither Agree or Disagree (4),Strongly Agree (6),Very Strongly Agree (7),Neither Agree or Disagree (4),,,,,,Never,,Yes,,Sometimes feel rushed,2 Slightly burned out,Every day,A few times per year,Never,Never,Never,Every day,Never,Never,Every day,,,Yes,Complete
127,2,Man,,White,Married,,MD,,52,Epilepsy,,Tenure Track,,Professor,,29,Yes,2,"Director, Neurology Residency",1,2,0,,,,0,,,10,"Institutional,International",,41-60 hours/week,Part time,,0.6,Yes,,Guaranteed base salary (fixed annual salary),,,10,10,20,20,0,0,20,20,0,50,50,,0,0,100,100,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Don't Know,Disagree,Very Strongly Agree,Don't Know,No,,,,,,,,,,,,,,,,,,,,,,,,2,Yes,Not employed,None,,,0 hours per week,6-10 hours per week,1-5 hours per week,,,Disagree (3),Disagree (3),Disagree (3),Disagree (3),Disagree (3),Agree (5),,,,,,Rarely,Time conflicts.,Yes,,Almost never feel rushed,1 Not at all burned out,Once per week,Never,Never,A few times per year,Never,Every day,Once per month or less,Never,A few times per month,None,None,No,Complete
128,2,Man,,White,Married,,MD,,52,Epilepsy,,Tenure Track,,Professor,,29,Yes,2,"Director, Neurology Residency",1,2,0,,,,0,,,10,"Institutional,International",,41-60 hours/week,Part time,,0.6,Yes,,Guaranteed base salary (fixed annual salary),,,10,10,20,20,0,0,20,20,0,50,50,,0,0,100,100,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Don't Know,Disagree,Agree,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,2,Yes,Not employed,None,,,0 hours per week,6-10 hours per week,1-5 hours per week,,,Disagree (3),Disagree (3),Disagree (3),Disagree (3),Disagree (3),Agree (5),,,,,,Sometimes,Time conflicts,No,Already answered in a previous burnout survey,,,,,,,,,,,,None,None,No,Complete
172,2,Man,,White,Married,,MD,,29,Epilepsy,,Academic Track - Clinical (clinical appointment with academic appointment),,Professor,,5,Yes,4,40%,4,20,5,"Not-for-profit organizational grants,Foundational grants,Industry trials",,,5,"Institutional,Regional,National",,100,"Institutional,Local,Regional,National,International",,41-60 hours/week,Full time,,,Yes,,"Guaranteed base salary (fixed annual salary),Quality/safety incentive (financial rewards offered for achievement of quality/safety measures),Operational incentive (examples: financial performance incentive, on-call pay, extra shift pay, medical director pay)","Financial performance incentive,Medical director pay",,0,5,0,5,10,10,20,30,9,80,70,,0,0,110,120,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Yes - at my past institution,Yes,,,,,2 weeks,,,,Doesn't apply,,,,,,,,,,,,,,4,Yes,Not employed,Children,2,"11-15 years old,16-18 years old",11-16 hours per week,11-16 hours per week,0 hours per week,0 days,Don't know,Neither Agree or Disagree (4),Neither Agree or Disagree (4),Disagree (3),Disagree (3),Disagree (3),Neither Agree or Disagree (4),Partner does more,Partner does more,Partner does more,Share equally,Share equally,Sometimes,Sometimes I have to miss family activities due to work. ,Yes,,Sometimes feel rushed,1 Not at all burned out,Every day,Never,Once per month or less,Never,Never,Every day,Never,Never,Every day,,,No,Complete
173,2,Woman,,White,Married,,"MD,MS",,20,Vascular,,Academic Track - Research,,Professor,,5,Yes,2,Vice-Chair,45,17,12,"NIH grants,Institutional grants,Foundational grants",,"$10,000,000 ",5,National,,50,"Regional,National,International",,61-80 hours/week,Full time,,,Yes,,"Guaranteed base salary (fixed annual salary),Productivity incentive (financial or non-monetary rewards offered for performance),Operational incentive (examples: financial performance incentive, on-call pay, extra shift pay, medical director pay)",Financial performance incentive,,87,80,3,5,0,5,5,5,6,5,5,,0,0,100,100,Very Strongly Agree,Very Strongly Agree,Very Strongly Agree,Very Strongly Agree,Very Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,No,,,,,,,,,,,,Does not apply,,,,,,,,,,,,2,Equal share with partner,Full-time,None,,,0 hours per week,1-5 hours per week,1-5 hours per week,,,Agree (5),Agree (5),Agree (5),Disagree (3),Agree (5),Agree (5),,,,,,Often,Stress and anxiety about uncompleted tasks.  Concern over being respected and acknowledged. ,No,Already answered in a previous burnout survey,,,,,,,,,,,,work-related travel is a big factor in not getting things done. this has improved w/ more video conferencing in covid. ,"would be helpful to ask about current career goals (e.g.  seeking advancement, maintaining current status, winding down, etc.) ",Yes,Complete
174,2,Woman,,White,Married,,MD/PhD,,24,Movement Disorder,,"Academic Track - Clinical (clinical appointment with academic appointment),Tenure Track",,Professor,,8,Yes,4,Chief of Neurology,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
175,2,Woman,,White,Married,,MD,,3,Vascular,,"Academic Track - Clinical (clinical appointment with academic appointment),Academic Track - Teaching,Tenure Track",,Assistant Professor,,3,Yes,3,Stroke Director at the VA,1,2,1,NIH grants,,80000,1,Institutional,,2,Regional,,41-60 hours/week,Full time,,,No,low for region and national average for position,"Guaranteed base salary (fixed annual salary),Productivity incentive (financial or non-monetary rewards offered for performance),Operational incentive (examples: financial performance incentive, on-call pay, extra shift pay, medical director pay)","Financial performance incentive,Extra shift pay",,10,10,20,20,0,0,60,50,28,10,20,,,,100,100,Very Strongly Disagree,N/A,Very Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither,Very Strongly Agree,Agree,Yes - at my current institution,No,"I did not have access to paid parental leave,There were no adjustments in productivity during parental leave",,Other: {paidcurrentmisc},10 weeks,,,Doesn't apply,,,,Yes: I breastfed/pumped at work,4,8,Disagree,Disagree,Agree,Very Strongly Agree,Very Strongly Disagree,Very Strongly Agree,Neither Agree or Disagree,Agree,Disagree,4,Yes,Full-time,Children,2,1-2 years old,11-16 hours per week,6-10 hours per week,0 hours per week,6-10 days,No,Strongly Agree (6),Strongly Agree (6),Very Strongly Agree (7),Agree (5),Agree (5),Agree (5),I do more,Share equally,I do more,I do more,I do more,Sometimes,,Yes,,Sometimes feel rushed,3 Moderately burned out,A few times per week,A few times per month,A few times per week,Every day,A few times per week,Once per week,A few times per week,Once per month or less,A few times per year,,,Yes,Complete
176,2,Woman,,Asian,Married,,MD,,2,"General Neurology Inpatient Hospitalist,General Neurology Outpatient,Headache",,Clinician Track (clinical appointment with no academic appointment),,Associate Professor,,2,No,,,2,2,0,,,,0,,,0,,,21-40 hours/week,Full time,,,Prefer not to answer,,Guaranteed base salary (fixed annual salary),,,0,0,5,5,0,0,90,90,1,5,5,,0,0,100,100,N/A,N/A,N/A,N/A,Agree,Agree,Disagree,Don't Know,Don't Know,No,,,,,,,,,,,,No: I did not breastfeed/pump at work,,,,,,,,,,,,4,Equal share with partner,Full-time,Children,2,"1-2 years old,6-10 years old",17-21 hours per week,11-16 hours per week,1-5 hours per week,0 days,Don't know,Disagree (3),Disagree (3),Strongly Disagree (2),Strongly Disagree (2),Strongly Disagree (2),Disagree (3),Partner does more,Partner does more,I do more,I do more,Share equally,Sometimes,I do not get enough time during the week to finish inbasket and often need to do it on Saturday morning,No,Survey fatigue,,,,,,,,,,,,,,Yes,Complete
177,2,Woman,,White,Long-term committed relationship,,PhD,,4,Other: {specialtymisc},Neuropsychology,Academic Track - Clinical (clinical appointment with academic appointment),,Assistant Professor,,1,No,,,3,2,0,,,,0,,,3,Institutional,,41-60 hours/week,Full time,,,No,,"Guaranteed base salary (fixed annual salary),Productivity incentive (financial or non-monetary rewards offered for performance)",,,0,0,0,5,0,0,100,95,0,0,0,,0,0,100,100,Very Strongly Disagree,Very Strongly Disagree,Agree,Neither,Neither,Disagree,Agree,Disagree,N/A,No,,,,,,,,,,,,Does not apply,,,,,,,,,,,,2,Yes,Not employed,None,,,0 hours per week,1-5 hours per week,0 hours per week,,,Agree (5),Disagree (3),Disagree (3),Disagree (3),Disagree (3),Disagree (3),,,,,,Often,,Yes,,Always feel rushed,2 Slightly burned out,Every day,Never,A few times per week,A few times per week,Once per month or less,A few times per week,Once per week,Never,Once per week,,,Yes,Complete
178,2,Man,,White,Married,,MD,,35,Vascular,,Academic Track - Research,,Professor,,20,No,,,7,1,47,"NIH grants,Institutional grants,Not-for-profit organizational grants,Foundational grants,Industry trials",,"12,600,000",47,"Institutional,National",,30,"Institutional,Local,Regional,National,International",,>80 hours/week,Full time,,,Yes,,Guaranteed base salary (fixed annual salary),,,50,50,,,,,1,1,0,,,Endowed Chair,49,49,100,100,Strongly Disagree,Strongly Disagree,N/A,N/A,Disagree,Disagree,Neither,Don't Know,Don't Know,Yes - at my past institution,Yes,,,,,4 weeks,,,,Doesn't apply,,,,,,,,,,,,,,3,Yes,Not employed,None,,,1-5 hours per week,1-5 hours per week,1-5 hours per week,,,Disagree (3),Disagree (3),Disagree (3),Disagree (3),Agree (5),Disagree (3),,,,,,Sometimes,Causes stress,No,Prefer to not answer,,,,,,,,,,,,Learning to make choices early in career---deciding what i was willing to give up,,Yes,Incomplete
180,2,Man,,White,Married,,MD,,52,Epilepsy,,Academic Track - Teaching,,Professor,,29,Yes,4,Hospital chief of staff,1,5,0,,,,6,Institutional,,10,"Institutional,Regional,National,International",,41-60 hours/week,Part time,,0.6,Yes,,Guaranteed base salary (fixed annual salary),,,10,10,30,30,0,0,25,25,0,35,35,,0,0,100,100,Disagree,Strongly Disagree,Agree,Agree,Agree,Don't Know,Strongly Disagree,Agree,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,2,Yes,Not employed,None,,,0 hours per week,6-10 hours per week,1-5 hours per week,,,Strongly Disagree (2),Strongly Disagree (2),Strongly Disagree (2),Strongly Disagree (2),Strongly Disagree (2),Agree (5),,,,,,Never,,Yes,,Almost never feel rushed,1 Not at all burned out,A few times per month,Never,Never,Never,Never,A few times per year,Never,Never,Once per month or less,None,None,No,Complete
182,2,Woman,,Asian,Separated,,MBBS,,1,Vascular,,Academic Track - Clinical (clinical appointment with academic appointment),,Assistant Professor,,1,Yes,1,0,1,1,1,Medical societies,,800,0,,,4,"Local,Regional,National",,41-60 hours/week,Full time,,,Yes,,"Guaranteed base salary (fixed annual salary),Productivity incentive (financial or non-monetary rewards offered for performance)",,,0,5,5,10,0,5,95,95,22,0,5,,0,0,100,120,Strongly Agree,Strongly Agree,Very Strongly Agree,Very Strongly Agree,Very Strongly Agree,Very Strongly Agree,Very Strongly Disagree,Don't Know,Don't Know,No,,,,,,,,,,,,Does not apply,,,,,,,,,,,,1,Yes,Does not apply/prefer not to say,,,,0 hours per week,6-10 hours per week,0 hours per week,,,Neither Agree or Disagree (4),Neither Agree or Disagree (4),Neither Agree or Disagree (4),Agree (5),Very Strongly Agree (7),Neither Agree or Disagree (4),,,,,,Rarely,Trouble with finding a partner/getting settled and traveling ,Yes,,Sometimes feel rushed,2 Slightly burned out,Every day,Never,Never,Never,Never,Every day,Never,Never,Every day,,,Yes,Complete
